"year","pref","ku","kun","wl","rank","nocand","seito","j_name","gender","name","previous","age","exp","status","vote","voteshare","eligible","turnout","seshu_dummy","jiban_seshu","nojiban_seshu"
2009,"宮崎","miyazaki",3,0,2,3,"社民","松村秀利","male","MATSUMURA, HIDETOSHI",0,52,4588505,0,58343,29.8,294460,67.8,0,NA,NA
2009,"宮崎","miyazaki",3,0,3,3,"幸福","松原真治","male","MATSUBARA, SHINJI",0,49,1650290,0,5460,2.8,294460,67.8,0,NA,NA
2009,"宮城","miyagi",1,1,1,5,"民主","郡和子","female","KORI, KAZUKO",2,52,8064340,1,149980,58.5,402329,64.8,0,NA,NA
2009,"宮城","miyagi",1,0,2,5,"自民","土井亨","male","DOI, TORU",0,51,10491528,1,87401,34.1,402329,64.8,0,NA,NA
2009,"宮城","miyagi",1,0,3,5,"共産","角野達也","male","KADONO, TATSUYA",0,50,3020782,0,14547,5.7,402329,64.8,0,NA,NA
2009,"宮城","miyagi",1,0,4,5,"無所","矢島卓臣","male","YAJIMA, TAKAOMI",0,26,612000,0,2987,1.2,402329,64.8,0,NA,NA
2009,"宮城","miyagi",1,0,5,5,"幸福","遠田敬一","male","ENDA, KEIICHI",0,58,2075889,0,1344,0.5,402329,64.8,0,NA,NA
2009,"宮城","miyagi",2,1,1,4,"民主","斎藤恭紀","male","SAITO, YASUNORI",0,40,6595565,0,158041,58.8,421735,65,0,NA,NA
2009,"宮城","miyagi",2,0,2,4,"自民","中野正志","male","NAKANO, MASASHI",0,61,14043657,1,98517,36.7,421735,65,0,NA,NA
2009,"宮城","miyagi",2,0,3,4,"無所","佐藤豊","male","SATO, YUTAKA",0,56,4558570,0,9912,3.7,421735,65,0,NA,NA
2009,"宮城","miyagi",2,0,4,4,"幸福","安部公人","male","ABE, MASATO",0,42,1702743,0,2086,0.8,421735,65,0,NA,NA
2009,"宮城","miyagi",3,1,1,3,"民主","橋本清仁","male","HASHIMOTO, KIYOHITO",2,38,4892833,2,108718,55,289304,69.6,0,NA,NA
2009,"宮城","miyagi",3,0,2,3,"自民","西村明宏","male","NISHIMURA, AKIHIRO",2,49,10905147,1,85897,43.5,289304,69.6,0,NA,NA
2009,"宮城","miyagi",3,0,3,3,"幸福","小林睦明","male","KOBAYASHI, MUTSUAKI",0,38,1818747,0,2895,1.5,289304,69.6,0,NA,NA
2009,"宮城","miyagi",4,1,1,4,"民主","石山敬貴","male","ISHIYAMA, KEIKI",0,39,8397265,0,119926,55.5,332136,69.4,0,NA,NA
2009,"宮城","miyagi",4,0,2,4,"自民","伊藤信太郎","male","ITO, SHINTARO",2,56,7909602,1,92610,42.8,332136,69.4,1,"父=伊藤宗一郎（衆議院議員）",NA
2009,"宮城","miyagi",4,0,3,4,"共産","加藤幹夫","male","KATO, MIKIO",0,45,1859000,0,1181,0.5,332136,69.4,0,NA,NA
2009,"宮城","miyagi",4,0,4,4,"幸福","村上善昭","male","MURAKAMI, YOSHIAKI",0,36,1792140,0,2424,1.1,332136,69.4,0,NA,NA
2009,"宮城","miyagi",5,1,1,2,"民主","安住淳","male","AZUMI, JUN",4,47,4396513,1,89484,58.6,226277,68.5,0,NA,NA
2009,"宮城","miyagi",5,0,2,2,"自民","斎藤正美","male","SAITO, MASAMITSU",0,54,6661235,0,63303,41.4,226277,68.5,0,NA,NA
2009,"宮城","miyagi",6,1,1,3,"自民","小野寺五典","male","ONODERA, ITSUNORI",3,49,7378326,1,100832,63.7,232919,69.2,0,NA,NA
2009,"宮城","miyagi",6,0,2,3,"社民","菅野哲雄","male","KANNO, TETSUO",2,60,4427580,1,54133,34.2,232919,69.2,0,NA,NA
2009,"宮城","miyagi",6,0,3,3,"幸福","氏家次男","male","UJIIE, TSUGIO",0,61,1831454,0,3346,2.1,232919,69.2,0,NA,NA
2009,"熊本","kumamoto",1,1,1,4,"民主","松野頼久","male","MATSUNO, YORIHISA",3,48,14718147,1,137048,55.4,366290,68.7,1,"父＝松野頼三（衆議院議員）",NA
2009,"熊本","kumamoto",1,0,2,4,"自民","木原稔","male","KIHARA, MINORU",0,40,8186361,1,97585,39.5,366290,68.7,0,NA,NA
2009,"熊本","kumamoto",1,0,3,4,"共産","上野哲夫","male","UENO, TETSUO",0,55,2331253,0,9729,3.9,366290,68.7,0,NA,NA
2009,"熊本","kumamoto",1,0,4,4,"幸福","守田隆司","male","MORITA, TAKASHI",0,59,1101775,0,2907,1.2,366290,68.7,0,NA,NA
2009,"熊本","kumamoto",2,1,1,3,"民主","福嶋健一郎","male","FUKUSHIMA, KENICHIRO",0,43,4023837,0,104876,50.4,306933,69.6,0,NA,NA
2009,"熊本","kumamoto",2,0,2,3,"自民","林田彪","male","HAYASHIDA, TAKESHI",2,65,11255506,1,99933,48,306933,69.6,0,NA,NA
2009,"熊本","kumamoto",2,0,3,3,"幸福","馬郡賢一","male","MAGORI, KENICHI",0,45,1431078,0,3354,1.6,306933,69.6,0,NA,NA
2009,"熊本","kumamoto",3,1,1,4,"自民","坂本哲志","male","SAKAMOTO, TETSUSHI",2,58,17281721,1,81506,40.6,270914,75.3,0,NA,NA
2009,"熊本","kumamoto",3,2,2,4,"民主","後藤英友","male","GOTO, HIDETOMO",0,42,5406507,0,74885,37.3,270914,75.3,0,NA,NA
2009,"熊本","kumamoto",3,0,3,4,"無所","三浦一水","male","MIURA, ISSUI",0,55,6607912,0,42579,21.2,270914,75.3,0,NA,NA
2009,"熊本","kumamoto",3,0,4,4,"幸福","松井栄治","male","MATSUI, EIJI",0,43,1160267,0,1650,0.8,270914,75.3,0,NA,NA
2009,"熊本","kumamoto",4,1,1,3,"自民","園田博之","male","SONODA, HIROYUKI",7,67,5811656,1,123900,59.2,298569,72.6,1,"父＝園田直（衆議院議員）",NA
2009,"熊本","kumamoto",4,0,2,3,"国民新党","松永真一","male","MATSUNAGA, SHINICHI",0,50,2740129,0,78711,37.6,298569,72.6,0,NA,NA
2009,"熊本","kumamoto",4,0,3,3,"幸福","河野一郎","male","KONO, ICHIRO",0,49,2803567,0,6668,3.2,298569,72.6,0,NA,NA
2009,"熊本","kumamoto",5,1,1,4,"自民","金子恭之","male","KANEKO, YASUSHI",3,48,10872633,1,98632,55.1,246515,74,0,NA,NA
2009,"熊本","kumamoto",5,2,2,4,"社民","中島隆利","male","NAKAJIMA, TAKATOSHI",0,66,3893113,0,76126,42.5,246515,74,0,NA,NA
2009,"熊本","kumamoto",5,0,3,4,"幸福","南政宏","male","MINAMI, MASAHIRO",0,39,1426934,0,2723,1.5,246515,74,0,NA,NA
2009,"熊本","kumamoto",5,0,4,4,"幸福","長友清冨","male","NAGATOMO, KIYOTOMI",0,59,36400,0,1520,0.8,246515,74,0,NA,NA
2009,"群馬","gunma",1,1,1,5,"民主","宮崎岳志","male","MIYAZAKI, TAKESHI",0,39,6820032,0,122711,48,389150,67.2,0,NA,NA
2009,"群馬","gunma",1,0,2,5,"自民","尾身幸次","male","OMI, KOJI",6,76,15489652,1,109846,43,389150,67.2,0,NA,NA
2009,"群馬","gunma",1,0,3,5,"共産","酒井宏明","male","SAKAI, HIROAKI",0,43,944595,0,15783,6.2,389150,67.2,0,NA,NA
2009,"群馬","gunma",1,0,4,5,"無所","山田晶","male","YAMADA, AKIRA",0,57,1587047,0,5505,2.2,389150,67.2,0,NA,NA
2009,"群馬","gunma",1,0,5,5,"幸福","滝崎明彦","male","TAKIZAKI, AKIHIKO",0,45,2052102,0,1795,0.7,389150,67.2,0,NA,NA
2009,"群馬","gunma",2,1,1,4,"民主","石関貴史","male","ISHIZEKI, TAKASHI",2,37,4345162,1,114622,51.9,331305,68.2,0,NA,NA
2009,"群馬","gunma",2,0,2,4,"自民","笹川尭","male","SASAGAWA, TAKASHI",6,73,10939699,1,90962,41.2,331305,68.2,0,NA,NA
2009,"群馬","gunma",2,0,3,4,"無所","矢島笑鯉子","female","YAJIMA, ERIKO",0,33,2478498,0,12885,5.8,331305,68.2,0,NA,NA
2009,"群馬","gunma",2,0,4,4,"幸福","蜂須豊","female","HACHISU, YUTAKA",0,45,1699814,0,2487,1.1,331305,68.2,0,NA,NA
2009,"群馬","gunma",3,1,1,3,"民主","柿沼正明","male","KAKINUMA, MASAAKI",0,43,8687683,0,109173,54,299261,69.3,0,NA,NA
2009,"群馬","gunma",3,0,2,3,"自民","谷津義男","male","YATSU, YOSHIO",6,75,19318728,1,89436,44.2,299261,69.3,0,NA,NA
2009,"群馬","gunma",3,0,3,3,"幸福","石見泰介","male","IWAMI, TAISUKE",0,47,1489528,0,3586,1.8,299261,69.3,0,NA,NA
2009,"群馬","gunma",4,1,1,3,"自民","福田康夫","male","FUKUDA, YASUO",6,73,14515002,1,103852,51.9,290446,70.7,1,"父＝福田赳夫（衆議院議員）",NA
2009,"群馬","gunma",4,2,2,3,"民主","三宅雪子","female","MIYAKE, YUKIKO",0,44,10394194,0,91904,45.9,290446,70.7,0,NA,NA
2009,"群馬","gunma",4,0,3,3,"幸福","森田貴行","male","MORITA, TAKAYUKI",0,38,1591111,0,4315,2.2,290446,70.7,0,NA,NA
2009,"群馬","gunma",5,1,1,3,"自民","小渕優子","female","OBUCHI, YUKO",3,35,9204235,1,152708,71,317838,70.5,1,"父＝小渕恵三（衆議院議員）",NA
2009,"群馬","gunma",5,0,2,3,"社民","土屋富久","male","TSUCHIYA, TOMIHISA",0,72,3961471,0,53048,24.7,317838,70.5,0,NA,NA
2009,"群馬","gunma",5,0,3,3,"幸福","生方秀幸","male","UBUKATA, HIDEYUKI",0,37,1797461,0,9406,4.4,317838,70.5,0,NA,NA
2009,"広島","hiroshima",1,1,1,6,"自民","岸田文雄","male","KISHIDA, FUMIO",5,52,17489035,1,95475,47.7,311170,65.6,1,"父＝岸田文武（衆議院議員）",NA
2009,"広島","hiroshima",1,2,2,6,"民主","菅川洋","male","SUGEKAWA, HIROSHI",0,40,11953598,0,87557,43.7,311170,65.6,0,NA,NA
2009,"広島","hiroshima",1,0,3,6,"共産","藤本聡志","male","FUJIMOTO, SATOSHI",0,54,1104168,0,8945,4.5,311170,65.6,0,NA,NA
2009,"広島","hiroshima",1,0,4,6,"社民","上村好輝","male","UEMURA, YOSHITERU",0,49,3386023,0,5438,2.7,311170,65.6,0,NA,NA
2009,"広島","hiroshima",1,0,5,6,"無所","中村文則","male","NAKAMURA, FUMINORI",0,57,126930,0,2889,1.4,311170,65.6,0,NA,NA
2009,"広島","hiroshima",1,0,6,6,"幸福","山本浩徳","male","YAMAMOTO, HIRONORI",0,47,2236773,0,1393,0.7,311170,65.6,0,NA,NA
2009,"広島","hiroshima",2,1,1,3,"民主","松本大輔","male","MATSUMOTO, DAISUKE",2,38,7135673,1,149227,56.3,390965,68.9,0,NA,NA
2009,"広島","hiroshima",2,0,2,3,"自民","平口洋","male","HIRAGUCHI, HIROSHI",0,61,19648693,1,110238,41.6,390965,68.9,0,NA,NA
2009,"広島","hiroshima",2,0,3,3,"幸福","宮内香","female","MIYAUCHI, KAORI",0,45,717290,0,5458,2.1,390965,68.9,0,NA,NA
2009,"広島","hiroshima",3,1,1,3,"民主","橋本博明","male","HASHIMOTO, HIROAKI",0,39,8276167,0,133994,56.8,350705,68.6,0,NA,NA
2009,"広島","hiroshima",3,0,2,3,"自民","増原義剛","male","MASUHARA, YOSHITAKE",2,64,11513734,1,96065,40.7,350705,68.6,0,NA,NA
2009,"広島","hiroshima",3,0,3,3,"幸福","日高順子","female","HIDAKE, JUNKO",0,46,1279890,0,5825,2.5,350705,68.6,0,NA,NA
2009,"広島","hiroshima",4,1,1,3,"民主","空元誠喜","male","SORAMOTO, SEIKI",0,45,12223320,0,102435,50.3,293632,70.8,0,NA,NA
2009,"広島","hiroshima",4,2,2,3,"自民","中川秀直","male","NAKAGAWA, HIDENAO",9,65,23080664,1,97296,47.8,293632,70.8,1,"義父＝中川俊思（衆議院議員）",NA
2009,"広島","hiroshima",4,0,3,3,"幸福","沖ゆり","female","OKI,YURI",0,54,1948807,0,4003,2,293632,70.8,0,NA,NA
2009,"広島","hiroshima",5,1,1,3,"民主","三谷光男","male","MITANI, MITSUO",2,50,8188118,1,99770,50.9,273182,73.1,0,NA,NA
2009,"広島","hiroshima",5,0,2,3,"自民","寺田稔","male","TERADA, MINORU",2,51,10574257,1,93594,47.7,273182,73.1,1,"妻のおばの夫＝池田行彦（衆院議員）",NA
2009,"広島","hiroshima",5,0,3,3,"幸福","塚本能照","male","TSUKAMOTO, YOSHITERU",0,50,1757998,0,2738,1.4,273182,73.1,0,NA,NA
2009,"広島","hiroshima",6,1,1,4,"国民新党","亀井静香","male","KAMEI, SHIZUKA",10,72,11500796,1,137287,60.2,331003,71.3,0,NA,NA
2009,"広島","hiroshima",6,0,2,4,"自民","小島敏文","male","KOJIMA, TOSHIFUMI",0,58,6183132,0,69808,30.6,331003,71.3,0,NA,NA
2009,"広島","hiroshima",6,0,3,4,"共産","花岡多美世","female","HANAOKA, TAMIYO",0,52,832900,0,17383,7.6,331003,71.3,0,NA,NA
2009,"広島","hiroshima",6,0,4,4,"幸福","胡本協子","female","EBISUMOTO, KYOKO",0,58,2332542,0,3689,1.6,331003,71.3,0,NA,NA
2009,"広島","hiroshima",7,1,1,3,"民主","和田隆志","male","WADA, TAKASHI",2,46,10625482,1,133871,53.7,374726,67.9,0,NA,NA
2009,"広島","hiroshima",7,0,2,3,"自民","宮沢洋一","male","MIYAZAWA, YOICHI",2,59,19885252,1,111321,44.7,374726,67.9,1,"父＝宮沢弘（衆議院議員）",NA
2009,"広島","hiroshima",7,0,3,3,"幸福","植松満雄","male","UEMATSU, MITSUO",0,50,2337853,0,3879,1.6,374726,67.9,0,NA,NA
2009,"香川","kagawa",1,1,1,4,"民主","小川淳也","male","OGAWA, JUNYA",2,38,14129651,1,109618,52.2,304702,70.1,0,NA,NA
2009,"香川","kagawa",1,2,2,4,"自民","平井卓也","male","HIRAI, TAKUYA",3,51,18271872,1,91403,43.6,304702,70.1,1,NA,"父＝平井卓志（参議院）、祖父＝平井太郎（参議院議長）"
2009,"香川","kagawa",1,0,3,4,"共産","河村整","male","KAWAMURA, TADASHI",0,50,323337,0,6378,3,304702,70.1,0,NA,NA
2009,"香川","kagawa",1,0,4,4,"幸福","白石久美子","female","SHIRAISHI, KUMIKO",0,47,2067108,0,2416,1.2,304702,70.1,0,NA,NA
2009,"香川","kagawa",2,1,1,3,"民主","玉木雄一郎","male","TAMAKI, YUICHIRO",0,40,10287798,0,109863,57.2,274715,71.5,0,NA,NA
2009,"香川","kagawa",2,0,2,3,"自民","木村義雄","male","KIMURA, YOSHIO",0,61,10358,1,79463,41.3,274715,71.5,1,"父＝木村武千代（衆議院議員）",NA
2009,"香川","kagawa",2,0,3,3,"幸福","土居美佐子","female","DOI, MISAKO",0,50,1912199,0,2848,1.5,274715,71.5,0,NA,NA
2009,"香川","kagawa",3,1,1,5,"自民","大野功統","male","ONO, YOSHINORI",7,73,15735767,1,73379,43.3,251318,69.3,1,"義父＝加藤常太郎（衆議院議員）",NA
2009,"香川","kagawa",3,0,2,5,"社民","米田晴彦","male","MAIDA, HARUHIKO",0,50,3614287,0,53822,31.8,251318,69.3,0,NA,NA
2009,"香川","kagawa",3,0,3,5,"無所","真鍋健","male","MANABE, TAKESHI",0,46,7679584,0,32963,19.5,251318,69.3,0,NA,NA
2009,"香川","kagawa",3,0,4,5,"共産","近石美智子","female","CHIKAISHI, MICHIKO",0,61,284654,0,7325,4.3,251318,69.3,0,NA,NA
2009,"香川","kagawa",3,0,5,5,"幸福","妹尾真由美","female","SENOO, MAYUMI",0,49,2622910,0,1886,1.1,251318,69.3,0,NA,NA
2009,"高知","kochi",1,1,1,5,"自民","福井照","male","FUKUI, TERU",3,55,11890047,1,44068,32.5,213841,64.1,0,NA,NA
2009,"高知","kochi",1,0,2,5,"無所","橋本大二郎","male","HASHIMOTO, DAIJIRO",0,62,5153157,0,39326,29,213841,64.1,0,NA,NA
2009,"高知","kochi",1,0,3,5,"民主","田村久美子","female","TAMURA, KUMIKO",0,50,3781455,0,38117,28.1,213841,64.1,0,NA,NA
2009,"高知","kochi",1,0,4,5,"共産","春奈直章","male","HARUNA, NAOAKI",0,50,2070486,2,13072,9.6,213841,64.1,0,NA,NA
2009,"高知","kochi",1,0,5,5,"幸福","桃田妙子","female","MOMOTA, TAEKO",0,49,1699898,0,890,0.7,213841,64.1,0,NA,NA
2009,"高知","kochi",2,1,1,4,"自民","中谷元","male","NAKATANI, GEN",6,51,7076111,1,75554,53.4,217563,66.3,1,"祖父＝中谷貞頼（衆議院議員）",NA
2009,"高知","kochi",2,0,2,4,"民主","楠本清世","female","KUSUMOTO, KIYO",0,36,3810558,0,49842,35.2,217563,66.3,0,NA,NA
2009,"高知","kochi",2,0,3,4,"共産","山中正博","male","YAMANAKA, MASAHIRO",0,59,1843513,0,14225,10.1,217563,66.3,0,NA,NA
2009,"高知","kochi",2,0,4,4,"幸福","伊東理砂","female","ITO, RISA",0,41,2113918,0,1822,1.3,217563,66.3,0,NA,NA
2009,"高知","kochi",3,1,1,4,"自民","山本有二","male","YAMAMOTO, YUJI",6,57,8880054,1,74489,49.4,211750,72.6,0,NA,NA
2009,"高知","kochi",3,0,2,4,"民主","中山知意","female","NAKAYAMA, TOMOI",0,31,NA,0,64777,43,211750,72.6,0,NA,NA
2009,"高知","kochi",3,0,3,4,"共産","村上信夫","male","MURAKAMI, NOBUO",0,45,1995104,0,10376,6.9,211750,72.6,0,NA,NA
2009,"高知","kochi",3,0,4,4,"幸福","北村健行","male","KITAMURA, TAKEYUKI",0,32,1675607,0,1079,0.7,211750,72.6,0,NA,NA
2009,"佐賀","saga",1,1,1,3,"民主","原口一博","male","HARAGUCHI, KAZUHIRO",4,50,6022301,1,96618,55.6,235158,74.8,0,NA,NA
2009,"佐賀","saga",1,0,2,3,"自民","福岡資麿","male","FUKUOKA, TAKAMARO",0,36,14396117,1,75475,43.5,235158,74.8,1,NA,"祖父＝福岡日出磨（?)"
2009,"佐賀","saga",1,0,3,3,"幸福","木場健","male","KOBA, KEN",0,35,1086121,0,1568,0.9,235158,74.8,0,NA,NA
2009,"佐賀","saga",2,1,1,3,"民主","大串博志","male","OGUCHI, HIROSHI",2,43,5867453,1,86098,51.4,226094,75.2,0,NA,NA
2009,"佐賀","saga",2,2,2,3,"自民","今村雅弘","male","IMAMURA, MASAHIRO",4,62,12344657,1,79243,47.3,226094,75.2,0,NA,NA
2009,"佐賀","saga",2,0,3,3,"幸福","牧原正朗","male","MAKIHARA, TADAAKI",0,36,1568272,0,2119,1.3,226094,75.2,0,NA,NA
2009,"佐賀","saga",3,1,1,5,"自民","保利耕輔","male","HORI, KOSUKE",10,74,10931201,1,93681,58.2,227696,72.5,1,"父＝保利茂（衆議院議員）",NA
2009,"佐賀","saga",3,0,2,5,"社民","柳瀬映二","male","YANASE, EIJI",0,55,4658186,0,30346,18.9,227696,72.5,0,NA,NA
2009,"佐賀","saga",3,0,3,5,"みんな","広津素子","female","HIROTSU, MOTOKO",0,56,11839187,1,24529,15.2,227696,72.5,0,NA,NA
2009,"佐賀","saga",3,0,4,5,"共産","瀬戸雄也","male","SETO, YUYA",0,30,1105821,0,10142,6.3,227696,72.5,0,NA,NA
2009,"佐賀","saga",3,0,5,5,"幸福","橋山穂波","female","HASHIYAMA, HONAMI",0,48,1169084,0,2233,1.4,227696,72.5,0,NA,NA
2009,"埼玉","saitama",1,1,1,4,"民主","武正公一","male","TAKEMASA, KOICHI",3,48,14227792,1,163973,60.9,419401,65.4,0,NA,NA
2009,"埼玉","saitama",1,0,2,4,"自民","金子善次郎","male","KANEKO, ZENJIRO",2,65,11478755,1,77988,29,419401,65.4,0,NA,NA
2009,"埼玉","saitama",1,0,3,4,"共産","伊藤岳","male","ITO, GAKU",0,49,1388662,0,23623,8.8,419401,65.4,0,NA,NA
2009,"埼玉","saitama",1,0,4,4,"幸福","内海浩唯","male","UTSUMI, HIROTADA",0,48,1987321,0,3615,1.3,419401,65.4,0,NA,NA
2009,"埼玉","saitama",2,1,1,4,"民主","石田勝之","male","ISHIDA, KATSUYUKI",3,54,7207882,2,140892,50,452200,63.4,0,NA,NA
2009,"埼玉","saitama",2,2,2,4,"自民","新藤義孝","male","SHINDO, YOSHITAKA",3,51,17040336,1,112920,40.1,452200,63.4,0,NA,NA
2009,"埼玉","saitama",2,0,3,4,"共産","村岡正嗣","male","MURAOKA, MASATSUGU",0,57,1440142,0,23357,8.3,452200,63.4,0,NA,NA
2009,"埼玉","saitama",2,0,4,4,"幸福","鈴木豪","male","SUZUKI, TSUYOSHI",0,30,810983,0,4484,1.6,452200,63.4,0,NA,NA
2009,"埼玉","saitama",3,1,1,3,"民主","細川律夫","male","HOSOKAWA, RITSUO",6,66,6784144,1,167432,60,451668,63.6,0,NA,NA
2009,"埼玉","saitama",3,0,2,3,"自民","今井宏","male","IMAI, HIROSHI",3,68,6957768,1,103369,37.1,451668,63.6,0,NA,NA
2009,"埼玉","saitama",3,0,3,3,"幸福","飯田剛","male","IIDA, TAKESHI",0,50,1512939,0,8194,2.9,451668,63.6,0,NA,NA
2009,"埼玉","saitama",4,1,1,4,"民主","神風英男","male","JINPU, HIDEO",2,47,6197870,1,121137,54.2,346769,65.9,0,NA,NA
2009,"埼玉","saitama",4,0,2,4,"自民","早川忠孝","male","HAYAKAWA, CHUKO",2,63,13381843,1,74889,33.5,346769,65.9,0,NA,NA
2009,"埼玉","saitama",4,0,3,4,"共産","桜井晴子","female","SAKURAI, HARUKO",0,53,1620545,0,23966,10.7,346769,65.9,0,NA,NA
2009,"埼玉","saitama",4,0,4,4,"幸福","水野武光","male","MIZUNO, TAKEMITSU",0,51,1778174,0,3311,1.5,346769,65.9,0,NA,NA
2009,"埼玉","saitama",5,1,1,3,"民主","枝野幸男","male","EDANO, YUKIO",5,45,4505189,1,130920,59.2,342355,66,0,NA,NA
2009,"埼玉","saitama",5,0,2,3,"自民","牧原秀樹","male","MAKIHARA, HIDEKI",0,38,3886539,1,85139,38.5,342355,66,0,NA,NA
2009,"埼玉","saitama",5,0,3,3,"幸福","佐々木正子","female","SASAKI, MASAKO",0,55,1688270,0,5274,2.4,342355,66,0,NA,NA
2009,"埼玉","saitama",6,1,1,3,"民主","大島敦","male","OSHIMA, ATSUHI",3,52,7297826,1,186993,67.6,423131,67.6,0,NA,NA
2009,"埼玉","saitama",6,0,2,3,"自民","中根一幸","male","NAKANE, KAZUYUKI",0,40,9790726,1,84654,30.6,423131,67.6,0,NA,NA
2009,"埼玉","saitama",6,0,3,3,"幸福","院田浩利","male","INDA, HIROTOSHI",0,42,1776191,0,5119,1.8,423131,67.6,0,NA,NA
2009,"埼玉","saitama",7,1,1,5,"民主","小宮山泰子","female","KOMIYAMA, YASUKO",2,44,10440478,1,142556,54.9,404838,65.5,1,"父＝小宮山重四郎（衆議院議員）",NA
2009,"埼玉","saitama",7,0,2,5,"自民","中野清","male","NAKANO, KIYOSHI",3,73,11692651,1,89627,34.5,404838,65.5,0,NA,NA
2009,"埼玉","saitama",7,0,3,5,"共産","長沼チネ","female","NAGANUMA, CHINE",0,59,1160614,0,21983,8.5,404838,65.5,0,NA,NA
2009,"埼玉","saitama",7,0,4,5,"無所","山田将之","male","YAMADA, MASAYUKI",0,37,NA,1,2740,1.1,404838,65.5,0,NA,NA
2009,"埼玉","saitama",7,0,5,5,"幸福","野沢永光","male","NOZAWA, NAGATERU",0,30,3543937,1,2569,1,404838,65.5,0,NA,NA
2009,"埼玉","saitama",8,1,1,4,"民主","小野塚勝俊","male","ONOZUKA, MASATOSHI",0,37,5128501,0,114657,49.1,346220,68.6,0,NA,NA
2009,"埼玉","saitama",8,2,2,4,"自民","柴山昌彦","male","SHIBAYAMA, MASAHIKO",2,43,16161510,1,91376,39.1,346220,68.6,0,NA,NA
2009,"埼玉","saitama",8,2,3,4,"共産","塩川鉄也","male","SHIOKAWA, TETSUYA",3,47,2020769,1,24918,10.7,346220,68.6,0,NA,NA
2009,"埼玉","saitama",8,0,4,4,"幸福","桜沢正顕","male","SAKURAZAWA, MASAAKI",0,40,1753661,0,2676,1.1,346220,68.6,0,NA,NA
2009,"埼玉","saitama",9,1,1,3,"民主","五十嵐文彦","male","IGARASHI, FUMIHIKO",3,60,3624496,2,151057,56.7,405593,67.6,0,NA,NA
2009,"埼玉","saitama",9,0,2,3,"自民","大塚拓","male","OTSUKA, TAKU",0,36,8717745,1,109918,41.2,405593,67.6,0,NA,NA
2009,"埼玉","saitama",9,0,3,3,"幸福","各務正人","male","KAGAMI, MASAHITO",0,51,1250517,0,5506,2.1,405593,67.6,0,NA,NA
2009,"埼玉","saitama",10,1,1,3,"民主","松崎哲久","male","MATSUZAKI, TETSUHISA",2,59,4018688,2,123089,55.1,327354,70.1,0,NA,NA
2009,"埼玉","saitama",10,0,2,3,"自民","山口泰明","male","YAMAGUCHI, TAIMEI",3,60,12355520,1,94779,42.5,327354,70.1,0,NA,NA
2009,"埼玉","saitama",10,0,3,3,"幸福","町田貴志","male","MACHIDA, TAKASHI",0,40,979905,0,5402,2.4,327354,70.1,0,NA,NA
2009,"埼玉","saitama",11,1,1,3,"無所","小泉龍司","male","KOIZUMI, RYUJI",2,56,6929466,2,171000,70.7,362044,69.8,0,NA,NA
2009,"埼玉","saitama",11,0,2,3,"自民","新井悦二","male","ARAI, ETSUJI",0,51,5821670,1,62034,25.6,362044,69.8,0,NA,NA
2009,"埼玉","saitama",11,0,3,3,"幸福","黒田嘉寛","male","KURODA, YOSHIHIRO",0,54,1568956,0,8948,3.7,362044,69.8,0,NA,NA
2009,"埼玉","saitama",12,1,1,3,"民主","本田平直","male","HONDA, HIRANAO",2,44,9435166,2,138727,57.2,374017,66.5,0,NA,NA
2009,"埼玉","saitama",12,0,2,3,"自民","小島敏男","male","KOJIMA, TOSHIO",3,69,10040633,1,99256,40.9,374017,66.5,0,NA,NA
2009,"埼玉","saitama",12,0,3,3,"幸福","清水鉄男","male","SHIMIZU, TETSUO",0,55,1764263,0,4752,2,374017,66.5,0,NA,NA
2009,"埼玉","saitama",13,1,1,5,"民主","森岡洋一郎","male","MORIOKA, YOICHIRO",0,34,3679124,0,121840,51.5,361814,67,0,NA,NA
2009,"埼玉","saitama",13,0,2,5,"自民","土屋品子","female","TSUCHIYA, SHINAKO",3,57,9303522,1,85457,36.1,361814,67,1,NA,"父＝土屋義彦（参議院議長・埼玉県知事）"
2009,"埼玉","saitama",13,0,3,5,"社民","日森文尋","male","HIMORI, FUMIHIRO",0,60,6951889,1,13699,5.8,361814,67,0,NA,NA
2009,"埼玉","saitama",13,0,4,5,"無所","武山百合子","female","TAKEYAMA, YURIKO",3,61,NA,2,12612,5.3,361814,67,0,NA,NA
2009,"埼玉","saitama",13,0,5,5,"幸福","鈴木こず恵","female","SUZUKI, KOZUE",0,40,1610598,0,3087,1.3,361814,67,0,NA,NA
2009,"埼玉","saitama",14,1,1,3,"民主","中野譲","male","NAKANO, JYO",2,42,6404990,2,146148,57.2,411625,64.1,0,NA,NA
2009,"埼玉","saitama",14,0,2,3,"自民","三ツ林隆志","male","MITSUBAYASHI, TAKASHI",2,56,7793982,1,100474,39.3,411625,64.1,1,"父＝三林弥太郎（衆議院議員）",NA
2009,"埼玉","saitama",14,0,3,3,"幸福","谷井美穂","female","TANII, MIHO",0,46,1696972,0,8993,3.5,411625,64.1,0,NA,NA
2009,"埼玉","saitama",15,1,1,4,"民主","高山智司","male","TAKAYAMA, SATOSHI",2,39,3028819,1,120751,52.1,362866,64.9,0,NA,NA
2009,"埼玉","saitama",15,0,2,4,"自民","田中良生","male","TANAKA, RYOSEI",0,45,12092790,1,85826,37.1,362866,64.9,0,NA,NA
